Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     191/1434        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [83]
                0.00    0.00     255/1434        void std::__sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [54]
                0.00    0.00     255/1434        void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [85]
                0.00    0.00     637/1434        void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [82]
[450]    0.0    0.00    0.00    1434         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::difference_type __gnu_cxx::operator-<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&) [450]
                0.00    0.00    2868/15132       __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::base() const [397]
-----------------------------------------------
                0.00    0.00       1/1402        void std::__heap_select<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [180]
                0.00    0.00    1401/1402        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [86]
[451]    0.0    0.00    0.00    1402         bool __gnu_cxx::operator< <std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > const&) [451]
                0.00    0.00    2804/15132       __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::base() const [397]
-----------------------------------------------
                0.00    0.00    1401/1401        void std::iter_swap<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [453]
[452]    0.0    0.00    0.00    1401         void std::swap<hittable>(std::shared_ptr<hittable>&, std::shared_ptr<hittable>&) [452]
                0.00    0.00    1401/11269       std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>&) [401]
-----------------------------------------------
                0.00    0.00     191/1401        void std::__move_median_to_first<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [154]
                0.00    0.00    1210/1401        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)> >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::shared_ptr<hittable>, std::shared_ptr<hittable>)>) [86]
[453]    0.0    0.00    0.00    1401         void std::iter_swap<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [453]
                0.00    0.00    2802/53868       __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator*() const [366]
                0.00    0.00    1401/1401        void std::swap<hittable>(std::shared_ptr<hittable>&, std::shared_ptr<hittable>&) [452]
-----------------------------------------------
                0.00    0.00    1173/1173        std::allocator<Lambertian>::allocator(std::allocator<Lambertian> const&) [457]
[454]    0.0    0.00    0.00    1173         __gnu_cxx::new_allocator<Lambertian>::new_allocator(__gnu_cxx::new_allocator<Lambertian> const&) [454]
-----------------------------------------------
                0.00    0.00    1173/1173        std::_Sp_counted_ptr_inplace<Lambertian, std::allocator<Lambertian>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [458]
[455]    0.0    0.00    0.00    1173         __gnu_cxx::__aligned_buffer<Lambertian>::_M_ptr() [455]
                0.00    0.00    1173/1173        __gnu_cxx::__aligned_buffer<Lambertian>::_M_addr() [456]
-----------------------------------------------
                0.00    0.00    1173/1173        __gnu_cxx::__aligned_buffer<Lambertian>::_M_ptr() [455]
[456]    0.0    0.00    0.00    1173         __gnu_cxx::__aligned_buffer<Lambertian>::_M_addr() [456]
-----------------------------------------------
                0.00    0.00       2/1173        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Lambertian, std::allocator<Lambertian>, Color>(Lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<Lambertian> >, Color&&) [839]
                0.00    0.00       2/1173        std::_Sp_counted_ptr_inplace<Lambertian, std::allocator<Lambertian>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Color>(std::allocator<Lambertian>, Color&&) [842]
                0.00    0.00     389/1173        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Lambertian, std::allocator<Lambertian>, Color&>(Lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<Lambertian> >, Color&) [593]
                0.00    0.00     389/1173        std::_Sp_counted_ptr_inplace<Lambertian, std::allocator<Lambertian>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Color&>(std::allocator<Lambertian>, Color&) [595]
                0.00    0.00     391/1173        std::_Sp_ebo_helper<0, std::allocator<Lambertian>, true>::_Sp_ebo_helper(std::allocator<Lambertian> const&) [575]
[457]    0.0    0.00    0.00    1173         std::allocator<Lambertian>::allocator(std::allocator<Lambertian> const&) [457]
                0.00    0.00    1173/1173        __gnu_cxx::new_allocator<Lambertian>::new_allocator(__gnu_cxx::new_allocator<Lambertian> const&) [454]
-----------------------------------------------
                0.00    0.00       2/1173        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Lambertian, std::allocator<Lambertian>, Color>(Lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<Lambertian> >, Color&&) [839]
                0.00    0.00       2/1173        std::_Sp_counted_ptr_inplace<Lambertian, std::allocator<Lambertian>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Color>(std::allocator<Lambertian>, Color&&) [842]
                0.00    0.00     389/1173        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Lambertian, std::allocator<Lambertian>, Color&>(Lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<Lambertian> >, Color&) [593]
                0.00    0.00     389/1173        std::_Sp_counted_ptr_inplace<Lambertian, std::allocator<Lambertian>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Color&>(std::allocator<Lambertian>, Color&) [595]
                0.00    0.00     391/1173        std::_Sp_counted_ptr_inplace<Lambertian, std::allocator<Lambertian>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [583]
[458]    0.0    0.00    0.00    1173         std::_Sp_counted_ptr_inplace<Lambertian, std::allocator<Lambertian>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [458]
                0.00    0.00    1173/1173        __gnu_cxx::__aligned_buffer<Lambertian>::_M_ptr() [455]
-----------------------------------------------
                0.00    0.00    1022/1022        std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::allocator<bvh_node>(std::allocator<bvh_node> const&) [461]
[459]    0.0    0.00    0.00    1022         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [459]
-----------------------------------------------
                0.00    0.00    1022/1022        std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [462]
[460]    0.0    0.00    0.00    1022         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [460]
-----------------------------------------------
                0.00    0.00       1/1022        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<bvh_node, std::allocator<bvh_node>, hittable_list&>(bvh_node*&, std::_Sp_alloc_shared_tag<std::allocator<bvh_node> >, hittable_list&) [42]
                0.00    0.00     510/1022        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<bvh_node, std::allocator<bvh_node>, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long&, unsigned long&>(bvh_node*&, std::_Sp_alloc_shared_tag<std::allocator<bvh_node> >, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long&, unsigned long&) <cycle 1> [528]
                0.00    0.00     511/1022        std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [517]
[461]    0.0    0.00    0.00    1022         std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::allocator<bvh_node>(std::allocator<bvh_node> const&) [461]
                0.00    0.00    1022/1022        __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [459]
-----------------------------------------------
                0.00    0.00       1/1022        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<bvh_node, std::allocator<bvh_node>, hittable_list&>(bvh_node*&, std::_Sp_alloc_shared_tag<std::allocator<bvh_node> >, hittable_list&) [42]
                0.00    0.00     510/1022        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<bvh_node, std::allocator<bvh_node>, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long&, unsigned long&>(bvh_node*&, std::_Sp_alloc_shared_tag<std::allocator<bvh_node> >, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long&, unsigned long&) <cycle 1> [528]
                0.00    0.00     511/1022        std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [517]
[462]    0.0    0.00    0.00    1022         std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [462]
                0.00    0.00    1022/1022        __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [460]
-----------------------------------------------
                0.00    0.00    1022/1022        bvh_node::bvh_node(std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long, unsigned long) <cycle 1> [48]
[463]    0.0    0.00    0.00    1022         std::shared_ptr<hittable>::shared_ptr() [463]
                0.00    0.00    1022/1022        std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [464]
-----------------------------------------------
                0.00    0.00    1022/1022        std::shared_ptr<hittable>::shared_ptr() [463]
[464]    0.0    0.00    0.00    1022         std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [464]
                0.00    0.00    1022/519255      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [312]
-----------------------------------------------
                0.00    0.00    1022/1022        std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [468]
[465]    0.0    0.00    0.00    1022         std::_Sp_ebo_helper<0, std::allocator<bvh_node>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<bvh_node>, true>&) [465]
-----------------------------------------------
                0.00    0.00     511/1022        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >&) [523]
                0.00    0.00     511/1022        std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [517]
[466]    0.0    0.00    0.00    1022         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>*) [466]
                0.00    0.00    1022/1022        std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >&) [469]
-----------------------------------------------
                0.00    0.00       1/1022        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<bvh_node, std::allocator<bvh_node>, hittable_list&>(bvh_node*&, std::_Sp_alloc_shared_tag<std::allocator<bvh_node> >, hittable_list&) [42]
                0.00    0.00     510/1022        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<bvh_node, std::allocator<bvh_node>, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long&, unsigned long&>(bvh_node*&, std::_Sp_alloc_shared_tag<std::allocator<bvh_node> >, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long&, unsigned long&) <cycle 1> [528]
                0.00    0.00     511/1022        std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [517]
[467]    0.0    0.00    0.00    1022         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [467]
                0.00    0.00     511/511         std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [515]
-----------------------------------------------
                0.00    0.00     511/1022        std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 2> [518]
                0.00    0.00     511/1022        std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [517]
[468]    0.0    0.00    0.00    1022         std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [468]
                0.00    0.00    1022/1022        std::_Sp_ebo_helper<0, std::allocator<bvh_node>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<bvh_node>, true>&) [465]
-----------------------------------------------
                0.00    0.00    1022/1022        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2>*) [466]
[469]    0.0    0.00    0.00    1022         std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<bvh_node, std::allocator<bvh_node>, (__gnu_cxx::_Lock_policy)2> >&) [469]
-----------------------------------------------
                0.00    0.00     511/1022        void std::allocator_traits<std::allocator<std::shared_ptr<hittable> > >::construct<std::shared_ptr<hittable>, std::shared_ptr<hittable> >(std::allocator<std::shared_ptr<hittable> >&, std::shared_ptr<hittable>*, std::shared_ptr<hittable>&&) [514]
                0.00    0.00     511/1022        void __gnu_cxx::new_allocator<std::shared_ptr<hittable> >::construct<std::shared_ptr<hittable>, std::shared_ptr<hittable> >(std::shared_ptr<hittable>*, std::shared_ptr<hittable>&&) [501]
[470]    0.0    0.00    0.00    1022         std::shared_ptr<hittable>&& std::forward<std::shared_ptr<hittable> >(std::remove_reference<std::shared_ptr<hittable> >::type&) [470]
-----------------------------------------------
                0.00    0.00       3/999         hittable_list::~hittable_list() [202]
                0.00    0.00     485/999         sphere::~sphere() <cycle 2> [222]
                0.00    0.00     511/999         bvh_node::~bvh_node() <cycle 2> [498]
[471]    0.0    0.00    0.00     999         hittable::~hittable() [471]
-----------------------------------------------
                0.00    0.00       1/998         hittable_list::hittable_list() [851]
                0.00    0.00       1/998         hittable_list::hittable_list(std::shared_ptr<hittable>) [201]
                0.00    0.00      96/998         sphere::sphere(Vec3 const&, double, std::shared_ptr<Material>) [194]
                0.00    0.00     389/998         sphere::sphere(Vec3 const&, Vec3 const&, double, std::shared_ptr<Material>) [150]
                0.00    0.00     511/998         bvh_node::bvh_node(std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long, unsigned long) <cycle 1> [48]
[472]    0.0    0.00    0.00     998         aabb::aabb() [472]
                0.00    0.00    2994/9774        Interval::Interval() [403]
-----------------------------------------------
                0.00    0.00       1/998         hittable_list::hittable_list() [851]
                0.00    0.00       1/998         hittable_list::hittable_list(std::shared_ptr<hittable>) [201]
                0.00    0.00      96/998         sphere::sphere(Vec3 const&, double, std::shared_ptr<Material>) [194]
                0.00    0.00     389/998         sphere::sphere(Vec3 const&, Vec3 const&, double, std::shared_ptr<Material>) [150]
                0.00    0.00     511/998         bvh_node::bvh_node(std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >&, unsigned long, unsigned long) <cycle 1> [48]
[473]    0.0    0.00    0.00     998         hittable::hittable() [473]
-----------------------------------------------
                0.00    0.00     970/970         std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<sphere>, (__gnu_cxx::_Lock_policy)2> >::allocator<sphere>(std::allocator<sphere> const&) [476]
[474]    0.0    0.00    0.00     970         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<sphere>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [474]
-----------------------------------------------
                0.00    0.00     970/970         std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<sphere>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [477]
[475]    0.0    0.00    0.00     970         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<sphere>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [475]
-----------------------------------------------
                0.00    0.00       1/970         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<sphere>, Vec3, int, std::shared_ptr<Lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<sphere> >, Vec3&&, int&&, std::shared_ptr<Lambertian>&) [242]
                0.00    0.00       1/970         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<sphere>, Vec3, double, std::shared_ptr<dielectric>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<sphere> >, Vec3&&, double&&, std::shared_ptr<dielectric>&) [241]
                0.00    0.00       1/970         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<sphere>, Vec3, double, std::shared_ptr<Lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<sphere> >, Vec3&&, double&&, std::shared_ptr<Lambertian>&) [240]
